pid,Image,HOO_Position,Total_Hits_Button,Total_Hits_H_D1,Total_Hits_H_D2,Total_Hits_H_N1,Total_Hits_H_N2,Total_Hits_H_O,Total_Hits_Instruction,Total_Hits_L_D1,Total_Hits_L_N1,Total_Hits_L_O,Total_Hits_Outside_of_AOIs,Total_Hits_R_D,Total_Hits_R_N,Total_Hits_Timer,New_Hits_Button,New_Hits_H_D1,New_Hits_H_D2,New_Hits_H_N1,New_Hits_H_N2,New_Hits_H_O,New_Hits_Instruction,New_Hits_L_D1,New_Hits_L_N1,New_Hits_L_O,New_Hits_Outside_of_AOIs,New_Hits_R_D,New_Hits_R_N,New_Hits_Timer,Total_AOI_Hits_All,New_AOI_Hits_All
wpi6e1733y347534582,CC10.png,Right,10,10,2,19,0,8,33,7,6,4,1159,3,11,2,2,3,1,5,0,3,9,2,2,1,25,1,2,1,115,32
wpi6e1733y347534582,CC11.png,Right,16,13,2,0,0,0,45,11,0,2,1121,7,6,0,3,4,1,0,0,0,9,4,0,1,23,2,2,0,102,26
wpi6e1733y347534582,CC12.png,Right,3,25,0,2,5,20,48,11,2,4,1458,19,8,0,2,7,0,1,2,7,8,4,1,1,36,7,4,0,147,44
wpi6e1733y347534582,CC2.png,Left,0,8,0,17,2,20,27,0,4,2,1305,11,8,4,0,2,0,4,1,3,8,0,2,1,22,3,3,1,103,28
wpi6e1733y347534582,CC3.png,Left,26,24,0,6,3,6,69,0,3,2,1607,13,12,0,5,9,0,3,1,1,17,0,1,1,40,4,3,0,164,45
wpi6e1733y347534582,CC4.png,Left,10,22,0,2,7,0,42,9,0,14,1047,18,8,0,3,4,0,1,2,0,12,3,0,2,29,7,3,0,132,37
wpi6e1733y347534582,CC5.png,Left,2,7,6,12,6,12,56,5,7,6,1113,0,17,0,1,2,3,4,2,3,14,2,2,2,34,0,5,0,136,40
wpi6e1733y347534582,CC6.png,Left,2,11,0,2,0,7,39,0,0,0,1240,8,20,0,1,3,0,1,0,2,10,0,0,0,23,3,6,0,89,26
wpi6e1733y347534582,CC7.png,Right,6,11,2,0,0,0,41,31,5,4,1343,23,16,0,1,3,1,0,0,0,11,6,2,2,24,5,2,0,139,33
wpi6e1733y347534582,CC8.png,Right,0,8,0,16,0,8,76,9,14,21,1628,16,4,2,0,2,0,4,0,2,24,3,4,6,47,5,1,1,174,52
wpi6e1733y347534582,CC9.png,Right,6,23,14,8,0,7,112,24,2,28,1558,11,23,0,3,6,3,3,0,2,28,8,1,9,60,4,7,0,258,74
wpi6e1733y347534582,P1.png,Left,8,12,10,8,95,42,46,2,24,29,909,6,17,14,2,3,4,2,18,12,13,1,6,6,66,3,3,4,313,77
wpi6e1733y347534582,P10.png,Right,10,14,0,30,0,4,111,13,24,24,1385,16,11,10,5,7,0,7,0,1,24,3,9,7,55,5,5,2,267,75
wpi6e1733y347534582,P11.png,Right,2,59,26,32,16,42,144,26,44,40,1109,10,22,10,1,19,7,9,3,9,26,9,10,10,89,5,6,3,473,117
wpi6e1733y347534582,P12.png,Right,13,21,53,55,41,15,47,19,37,17,1871,5,10,49,3,6,14,16,11,5,13,6,11,5,92,1,4,10,382,105
wpi6e1733y347534582,P2.png,Left,14,14,2,4,7,5,96,0,0,7,1519,39,10,4,6,5,1,1,1,1,25,0,0,1,47,12,2,1,202,56
wpi6e1733y347534582,P3.png,Left,7,25,23,3,2,7,46,0,4,12,1499,15,21,4,2,5,9,1,1,3,13,0,1,3,44,5,5,1,169,49
wpi6e1733y347534582,P4.png,Left,6,23,9,0,6,4,49,8,0,3,1432,36,5,0,2,5,3,0,3,2,11,3,0,1,33,8,1,0,149,39
wpi6e1733y347534582,P5.png,Left,8,6,8,10,21,0,67,0,0,5,1193,2,8,0,3,2,3,3,5,0,18,0,0,2,32,1,3,0,135,40
wpi6e1733y347534582,P6.png,Left,4,94,130,23,80,73,81,31,12,61,5394,9,19,4,2,27,37,6,24,21,25,8,4,14,144,3,7,1,621,179
wpi6e1733y347534582,P7.png,Right,14,6,17,10,2,18,39,11,14,28,1390,6,2,6,3,3,3,3,1,6,10,3,5,7,41,1,1,2,173,48
wpi6e1733y347534582,P8.png,Right,21,171,42,174,84,113,211,165,102,159,3072,12,38,17,5,40,12,40,16,30,49,41,25,39,249,5,10,5,1309,317
wpi6e1733y347534582,P9.png,Right,22,26,2,13,4,22,125,45,6,16,1938,32,41,5,7,8,1,5,1,4,30,15,3,6,76,9,12,1,359,102
wpi6q1r733262180904,IC1.png,Left,16,18,22,16,25,22,24,20,8,12,1006,10,13,14,8,6,11,7,12,10,10,9,4,6,78,5,6,7,220,101
wpi6q1r733262180904,IC10.png,Right,12,10,16,6,6,4,20,9,6,4,414,6,10,0,6,4,7,2,3,2,7,4,2,2,37,3,5,0,109,47
wpi6q1r733262180904,IC11.png,Right,8,4,6,7,2,0,23,2,0,6,403,8,0,0,4,1,3,3,1,0,7,1,0,3,24,4,0,0,66,27
wpi6q1r733262180904,IC12.png,Right,12,6,14,4,12,10,19,6,6,4,543,6,8,8,5,3,7,2,4,4,8,3,3,2,36,3,4,4,115,52
wpi6q1r733262180904,IC2.png,Left,6,14,16,11,11,7,13,21,6,4,774,8,5,2,3,4,7,5,5,3,6,9,3,2,41,4,2,1,124,54
wpi6q1r733262180904,IC3.png,Left,6,2,16,0,3,4,10,5,6,8,322,18,2,0,3,1,7,0,1,2,5,2,2,4,26,7,1,0,80,35
wpi6q1r733262180904,IC4.png,Left,23,21,12,10,14,5,23,6,3,9,767,8,4,2,9,7,5,5,7,2,9,3,1,3,48,3,2,1,140,57
wpi6q1r733262180904,IC5.png,Left,6,2,9,0,0,2,21,10,4,10,334,8,7,2,3,1,4,0,0,1,10,4,1,5,27,4,3,1,81,37
wpi6q1r733262180904,IC6.png,Left,20,0,20,0,4,0,22,14,2,2,623,12,4,2,9,0,7,0,2,0,11,7,1,1,41,6,2,1,102,47
wpi6q1r733262180904,IC7.png,Right,10,15,12,8,4,4,8,6,15,4,559,11,3,4,5,7,5,4,2,2,4,3,7,2,41,5,1,2,104,49
wpi6q1r733262180904,IC8.png,Right,10,12,13,6,4,8,24,8,5,6,862,8,5,2,5,6,5,3,1,3,11,4,2,3,44,4,2,1,111,50
wpi6q1r733262180904,IC9.png,Right,46,24,20,19,2,12,22,10,10,17,1013,14,12,2,20,12,9,8,1,4,11,5,5,6,73,7,6,1,210,95
wpi6q1r733262180904,P1.png,Left,26,18,20,16,26,8,32,24,18,8,1375,11,6,8,13,8,10,8,12,4,14,11,9,3,84,5,3,4,221,104
wpi6q1r733262180904,P10.png,Right,10,14,10,18,18,5,12,0,0,2,446,5,10,10,5,7,5,8,8,2,4,0,0,1,35,3,4,3,114,50
wpi6q1r733262180904,P11.png,Right,4,14,4,6,0,18,2,2,0,2,363,8,0,4,2,7,2,2,0,8,1,1,0,1,28,4,0,2,64,30
wpi6q1r733262180904,P12.png,Right,22,40,39,14,11,20,10,9,6,10,829,0,16,6,11,15,16,6,4,10,5,3,3,4,72,0,6,3,203,86
wpi6q1r733262180904,P2.png,Left,21,8,4,5,2,2,8,14,0,10,968,4,5,0,10,4,2,2,1,1,4,5,0,5,36,2,1,0,83,37
wpi6q1r733262180904,P3.png,Left,25,8,26,6,26,14,28,16,8,10,833,16,13,0,11,4,12,3,11,6,12,8,3,5,72,8,6,0,196,89
wpi6q1r733262180904,P4.png,Left,26,8,22,6,4,8,34,8,4,6,909,16,14,6,12,4,10,3,2,4,13,4,1,3,54,8,6,3,162,73
wpi6q1r733262180904,P5.png,Left,14,2,8,2,0,0,8,18,12,2,646,4,11,7,7,1,4,1,0,0,3,9,6,1,39,2,5,3,88,42
wpi6q1r733262180904,P6.png,Left,16,30,67,8,30,28,73,30,30,22,1038,16,16,4,8,14,27,4,12,13,32,15,15,10,122,6,6,2,370,164
wpi6q1r733262180904,P7.png,Right,43,61,53,43,38,28,103,22,30,20,3074,22,30,12,20,30,22,20,18,13,39,10,15,10,184,11,15,6,505,229
wpi6q1r733262180904,P8.png,Right,15,26,22,32,10,8,50,21,12,12,1398,10,10,8,7,13,9,14,4,4,19,9,6,6,92,5,5,4,236,105
wpi6q1r733262180904,P9.png,Right,22,18,27,8,2,20,43,11,17,8,1238,18,21,2,11,8,12,4,1,9,17,5,7,4,79,8,9,1,217,96
wpi61733110vd258966,IC1.png,Left,28,45,98,44,109,40,119,77,82,61,2658,11,26,61,11,14,32,15,38,13,31,24,32,21,214,4,8,18,801,261
wpi61733110vd258966,IC10.png,Right,59,178,173,117,48,126,82,41,7,59,2415,7,74,20,20,59,57,40,16,43,26,12,3,21,257,2,24,6,991,329
wpi61733110vd258966,IC11.png,Right,52,408,97,166,21,100,279,261,123,178,4236,57,122,14,17,126,30,53,7,35,82,86,41,63,462,23,43,4,1878,610
wpi61733110vd258966,IC12.png,Right,13,249,98,269,55,128,238,127,156,146,4075,47,92,68,6,87,35,78,19,46,70,44,51,57,444,15,33,24,1686,565
wpi61733110vd258966,IC2.png,Left,26,210,744,103,305,303,492,131,38,176,6079,41,188,25,8,70,218,35,96,98,118,38,15,58,659,14,61,10,2782,839
wpi61733110vd258966,IC3.png,Left,52,151,350,93,206,137,570,204,145,159,5628,106,124,35,19,48,110,27,67,45,151,70,45,54,565,35,44,12,2332,727
wpi61733110vd258966,IC4.png,Left,6,32,59,29,41,20,95,39,10,16,1199,12,7,4,2,10,22,10,12,7,29,13,4,7,99,6,2,2,370,126
wpi61733110vd258966,IC5.png,Left,214,179,587,81,471,715,170,921,294,433,16352,52,121,59,63,53,184,24,134,91,52,276,88,138,949,19,49,15,4297,1186
wpi61733110vd258966,IC6.png,Left,8,75,149,40,112,92,61,177,71,129,2400,11,44,6,3,27,50,10,39,31,15,57,21,41,239,3,13,2,975,312
wpi61733110vd258966,IC7.png,Right,8,88,19,29,8,20,266,85,43,43,1529,32,36,0,2,28,8,10,3,7,59,32,16,17,160,10,11,0,677,203
wpi61733110vd258966,IC8.png,Right,43,152,69,71,42,31,337,143,52,84,2950,67,81,16,15,49,18,23,8,8,90,41,15,25,259,21,25,4,1188,342
wpi61733110vd258966,IC9.png,Right,85,332,251,297,139,237,165,200,325,179,6737,26,140,53,27,116,78,91,48,79,50,59,95,64,609,9,44,18,2429,778
wpi61733110vd258966,P1.png,Left,9,107,120,33,46,49,123,56,18,41,1784,21,26,8,4,37,36,12,13,18,36,19,6,15,173,7,11,3,657,217
wpi61733110vd258966,P10.png,Right,71,365,49,377,20,110,223,198,286,363,5512,34,83,57,16,108,20,118,9,41,58,61,92,118,534,14,25,15,2236,695
wpi61733110vd258966,P11.png,Right,33,239,33,97,4,78,528,455,163,232,6738,86,92,12,10,77,9,27,2,23,153,150,60,71,499,26,31,5,2052,644
wpi61733110vd258966,P12.png,Right,41,102,76,183,37,140,202,133,176,108,4429,36,37,44,12,32,22,49,13,43,54,42,43,40,297,14,14,7,1315,385
wpi61733110vd258966,P2.png,Left,15,444,595,245,499,455,525,130,90,290,7429,32,118,99,6,142,187,75,161,147,141,48,33,93,855,11,41,33,3537,1118
wpi61733110vd258966,P3.png,Left,9,78,229,47,182,70,107,143,182,120,3789,20,38,52,3,22,68,13,53,22,28,38,43,40,281,7,11,16,1277,364
wpi61733110vd258966,P4.png,Left,4,110,80,35,27,74,255,109,43,63,1724,27,29,29,1,36,24,11,11,21,62,33,13,25,206,11,13,4,885,265
wpi61733110vd258966,P5.png,Left,0,6,24,2,22,18,19,6,15,20,2816,0,0,10,0,2,8,1,7,6,3,1,5,9,37,0,0,3,142,45
wpi61733110vd258966,P6.png,Left,49,203,644,110,316,174,428,284,126,358,6013,51,177,48,17,63,199,31,103,57,112,81,40,119,711,20,62,16,2968,920
wpi61733110vd258966,P7.png,Right,0,175,33,91,10,50,137,221,96,123,2490,4,15,31,0,52,11,29,2,16,38,70,26,42,237,2,4,8,986,300
wpi61733110vd258966,P8.png,Right,6,180,126,242,61,142,202,54,120,122,3411,20,30,109,3,55,37,66,23,43,51,18,36,44,339,7,12,32,1414,427
wpi61733110vd258966,P9.png,Right,22,130,66,245,133,196,91,26,21,63,6030,21,27,107,8,43,23,58,39,60,26,8,7,18,262,8,10,10,1148,318
wpi61741113l62g4959,CC1.png,Left,0,25,32,16,4,11,57,14,4,10,815,2,8,4,0,12,15,8,2,5,21,4,2,4,65,1,3,2,187,79
wpi61741113l62g4959,CC10.png,Right,5,6,9,6,2,2,45,2,0,0,374,4,2,6,2,3,3,3,1,1,16,1,0,0,29,2,1,1,89,34
wpi61741113l62g4959,CC11.png,Right,0,16,2,20,2,4,44,37,7,13,611,2,4,8,0,4,1,9,1,2,17,17,3,6,56,1,2,3,159,66
wpi61741113l62g4959,CC12.png,Right,0,0,0,2,0,0,10,4,10,0,560,5,3,0,0,0,0,1,0,0,4,2,5,0,15,2,1,0,34,15
wpi61741113l62g4959,CC2.png,Left,0,8,0,4,8,0,17,0,0,0,345,0,0,0,0,4,0,2,2,0,6,0,0,0,15,0,0,0,37,14
wpi61741113l62g4959,CC3.png,Left,2,13,23,38,25,18,14,0,12,4,1785,2,4,12,1,5,10,17,10,6,7,0,6,2,64,1,2,5,167,72
wpi61741113l62g4959,CC4.png,Left,0,24,10,0,2,6,43,0,0,0,454,0,2,0,0,8,5,0,1,3,14,0,0,0,31,0,1,0,87,32
wpi61741113l62g4959,CC5.png,Left,0,14,2,0,10,4,23,0,0,0,425,2,0,0,0,7,1,0,4,2,10,0,0,0,21,1,0,0,55,25
wpi61741113l62g4959,CC6.png,Left,0,11,18,8,7,4,23,4,3,5,592,0,0,2,0,4,8,3,3,1,10,2,1,2,31,0,0,1,85,35
wpi61741113l62g4959,CC7.png,Right,0,0,0,0,0,0,0,0,13,3,526,0,0,0,0,0,0,0,0,0,0,0,6,1,8,0,0,0,16,7
wpi61741113l62g4959,CC8.png,Right,4,13,4,18,27,14,12,8,10,12,1259,4,11,24,2,6,2,9,11,7,6,3,5,6,60,2,4,10,161,73
wpi61741113l62g4959,CC9.png,Right,12,19,18,40,57,17,10,16,11,17,2004,2,4,28,4,9,9,18,20,8,5,7,5,7,86,1,2,12,251,107
wpi61741113l62g4959,P1.png,Left,4,17,12,9,6,4,24,6,2,7,424,2,2,3,2,8,4,4,3,2,10,2,1,3,37,1,1,1,98,42
wpi61741113l62g4959,P10.png,Right,0,18,3,17,5,11,5,4,0,4,609,2,0,16,0,4,2,8,2,4,2,2,0,1,28,1,0,8,85,34
wpi61741113l62g4959,P11.png,Right,2,0,6,13,28,6,0,4,7,6,568,0,0,39,1,0,3,5,9,3,0,2,3,3,43,0,0,17,111,46
wpi61741113l62g4959,P12.png,Right,2,14,2,2,0,0,69,8,2,0,308,2,2,0,1,6,1,1,0,0,15,4,1,0,20,1,1,0,103,31
wpi61741113l62g4959,P2.png,Left,18,17,28,4,13,10,16,19,10,18,1054,15,16,0,9,8,12,2,6,5,8,8,4,8,67,7,6,0,184,83
wpi61741113l62g4959,P3.png,Left,10,27,46,12,48,26,40,43,61,34,1782,13,13,43,5,12,19,6,17,13,14,18,23,16,135,6,6,19,416,174
wpi61741113l62g4959,P4.png,Left,2,6,19,12,16,17,16,0,6,4,501,2,0,8,1,3,7,6,8,7,8,0,3,2,43,1,0,3,108,49
wpi61741113l62g4959,P5.png,Left,0,0,11,2,21,6,0,10,17,8,439,0,2,23,0,0,4,1,10,3,0,5,8,3,36,0,1,9,100,44
wpi61741113l62g4959,P6.png,Left,15,39,30,4,22,13,89,9,12,13,681,8,22,6,6,16,13,2,9,6,34,4,3,5,86,4,8,2,282,112
wpi61741113l62g4959,P7.png,Right,12,71,26,47,12,35,51,36,33,43,1408,7,12,20,5,27,9,21,6,13,20,15,14,21,136,3,6,10,405,170
wpi61741113l62g4959,P8.png,Right,7,48,10,38,15,12,41,18,10,20,747,6,20,4,3,17,4,14,5,4,18,7,5,9,79,3,9,2,249,100
wpi61741113l62g4959,P9.png,Right,12,66,13,23,4,8,55,45,13,47,909,12,14,9,6,27,6,10,2,4,22,19,5,15,94,6,6,4,321,132
wpi61737e74876m2689,IC1.png,Left,14,21,43,4,13,6,32,49,23,27,1130,10,19,4,5,10,20,2,6,3,14,18,8,12,91,5,9,2,265,114
wpi61737e74876m2689,IC10.png,Right,42,50,67,80,70,37,92,39,18,14,3402,43,32,24,18,25,27,34,31,17,43,18,9,6,204,16,15,9,608,268
wpi61737e74876m2689,IC11.png,Right,22,42,63,45,28,38,87,49,37,17,2283,14,26,14,10,19,25,21,13,15,36,19,15,8,165,6,11,6,482,204
wpi61737e74876m2689,IC12.png,Right,9,46,38,37,41,40,48,7,57,24,1981,0,8,41,4,19,16,17,17,18,16,3,25,11,139,0,4,19,396,169
wpi61737e74876m2689,IC2.png,Left,19,67,57,48,31,35,124,18,8,14,2831,15,26,16,8,30,26,19,14,15,51,9,4,6,168,7,12,8,478,209
wpi61737e74876m2689,IC3.png,Left,36,71,37,23,25,26,91,36,17,30,2432,24,26,10,15,29,15,11,11,11,39,16,8,14,149,11,10,5,452,195
wpi61737e74876m2689,IC4.png,Left,0,27,29,9,18,12,62,10,8,15,667,4,12,2,0,13,12,4,8,6,23,5,4,7,75,2,6,1,208,91
wpi61737e74876m2689,IC5.png,Left,5,18,18,15,22,28,49,2,5,2,1016,0,4,0,2,9,9,7,10,11,18,1,2,1,57,0,2,0,168,72
wpi61737e74876m2689,IC6.png,Left,17,27,15,4,18,2,53,2,0,6,1004,8,10,2,8,10,7,2,7,1,24,1,0,3,61,4,5,1,164,73
wpi61737e74876m2689,IC7.png,Right,25,82,69,50,47,41,83,18,18,25,1382,17,29,20,11,33,29,22,18,18,34,6,8,10,155,7,11,8,524,215
wpi61737e74876m2689,IC8.png,Right,12,41,47,41,48,24,44,16,11,13,2001,2,9,11,5,18,21,19,22,12,14,7,5,6,115,1,4,5,319,139
wpi61737e74876m2689,IC9.png,Right,0,32,26,22,39,31,49,16,20,16,1117,16,8,12,0,14,9,9,17,13,18,7,8,8,95,8,4,6,287,121
wpi61737e74876m2689,P1.png,Left,4,21,36,14,16,2,40,17,14,10,981,10,9,9,2,9,17,7,8,1,13,8,7,5,67,5,4,4,202,90
wpi61737e74876m2689,P10.png,Right,8,73,42,46,33,44,51,10,8,27,1176,10,38,10,4,35,17,22,15,20,22,5,4,9,130,4,17,5,400,179
wpi61737e74876m2689,P11.png,Right,14,39,28,19,18,32,52,17,19,20,1203,8,6,15,5,18,11,9,9,15,19,7,8,9,95,4,3,7,287,124
wpi61737e74876m2689,P12.png,Right,112,222,187,77,128,143,158,45,17,30,3514,46,129,19,49,93,78,34,56,57,59,18,7,14,423,22,55,9,1313,551
wpi61737e74876m2689,P2.png,Left,9,28,15,4,8,14,92,11,2,6,1214,11,18,4,4,11,6,2,4,5,37,4,1,3,77,5,7,2,222,91
wpi61737e74876m2689,P3.png,Left,42,32,65,17,42,20,107,53,47,28,2279,20,30,17,19,14,26,8,19,9,46,22,20,12,177,9,13,8,520,225
wpi61737e74876m2689,P4.png,Left,2,31,59,26,31,16,73,22,19,30,1713,4,16,15,1,14,26,13,13,8,29,10,8,13,120,2,7,7,344,151
wpi61737e74876m2689,P5.png,Left,43,39,89,57,43,36,123,64,29,34,2297,54,54,17,19,18,35,25,16,18,50,30,12,16,214,20,23,7,682,289
wpi61737e74876m2689,P6.png,Left,19,105,86,88,85,72,154,59,50,40,5255,13,30,38,9,44,39,41,33,31,63,28,22,18,299,6,14,18,839,366
wpi61737e74876m2689,P7.png,Right,23,36,64,34,47,26,72,13,8,12,1683,25,25,16,9,18,29,15,19,13,32,5,4,6,146,11,11,7,401,179
wpi61737e74876m2689,P8.png,Right,3,27,12,11,6,6,24,24,23,13,1044,7,6,2,1,10,5,5,3,2,12,10,11,6,58,3,3,1,164,72
wpi61737e74876m2689,P9.png,Right,23,58,51,40,29,34,83,24,14,19,1752,16,14,15,9,22,22,16,13,15,31,10,7,8,130,7,7,7,420,174
wpi6174086804h9n285,CC1.png,Left,64,133,160,82,123,97,152,101,54,101,3495,26,46,25,27,60,74,39,54,43,66,43,25,41,389,11,21,12,1164,516
wpi6174086804h9n285,CC10.png,Right,24,42,31,20,26,31,36,19,4,14,1187,12,21,6,10,20,15,9,12,13,17,9,2,7,106,6,10,3,286,133
wpi6174086804h9n285,CC11.png,Right,26,64,57,29,26,50,80,20,13,33,1135,21,31,8,12,28,25,14,12,21,33,7,5,15,148,9,13,4,458,198
wpi6174086804h9n285,CC12.png,Right,131,397,176,199,105,147,746,335,176,200,14148,137,178,81,58,168,75,86,48,68,304,148,79,87,1024,61,81,32,3008,1295
wpi6174086804h9n285,CC2.png,Left,48,31,94,32,58,58,63,120,58,53,2479,18,37,36,20,15,43,12,25,24,23,51,26,22,235,8,16,18,706,303
wpi6174086804h9n285,CC3.png,Left,39,99,178,86,80,86,218,81,60,78,4143,55,69,49,18,47,74,40,34,36,92,37,24,34,401,23,32,20,1178,511
wpi6174086804h9n285,CC4.png,Left,22,10,33,15,21,17,54,31,15,15,1092,15,19,12,10,5,14,7,8,7,23,12,7,7,94,6,8,5,279,119
wpi6174086804h9n285,CC5.png,Left,6,14,27,15,50,15,44,23,16,18,985,11,12,9,3,7,13,7,23,7,19,10,8,9,95,5,6,4,260,121
wpi6174086804h9n285,CC6.png,Left,36,10,92,8,24,22,80,74,27,40,1110,27,46,9,17,4,42,4,11,10,35,27,13,16,151,11,20,4,495,214
wpi6174086804h9n285,CC7.png,Right,20,68,14,10,4,9,132,31,6,16,1022,28,39,4,10,27,7,5,2,4,49,11,3,8,119,13,18,2,381,159
wpi6174086804h9n285,CC8.png,Right,113,41,136,40,75,50,71,6,4,16,3529,29,46,16,49,18,62,18,33,24,32,3,2,8,233,13,20,8,643,290
wpi6174086804h9n285,CC9.png,Right,27,84,70,48,22,37,167,51,44,31,2652,17,44,14,12,39,29,21,10,14,66,24,21,14,223,8,19,6,656,283
wpi6174086804h9n285,P1.png,Left,16,62,93,30,30,49,175,10,8,27,1790,26,37,4,8,28,36,13,12,22,63,5,4,11,170,11,17,2,567,232
wpi6174086804h9n285,P10.png,Right,65,105,61,60,59,76,289,61,22,33,2810,63,110,35,29,49,27,23,28,32,106,26,10,15,334,30,46,16,1039,437
wpi6174086804h9n285,P11.png,Right,20,59,28,36,10,29,63,20,20,20,1333,33,27,11,9,27,13,16,5,12,29,9,9,9,134,16,11,4,376,169
wpi6174086804h9n285,P12.png,Right,23,45,21,62,32,23,107,44,42,18,1706,23,28,29,11,20,9,27,13,10,45,20,19,9,157,10,13,13,497,219
wpi6174086804h9n285,P2.png,Left,17,45,135,23,79,43,216,35,42,92,2473,48,60,37,8,19,60,11,35,19,82,15,19,37,290,22,28,18,872,373
wpi6174086804h9n285,P3.png,Left,35,162,213,155,138,158,365,36,19,37,3688,43,105,26,16,71,91,64,58,67,133,16,9,17,457,19,48,12,1492,621
wpi6174086804h9n285,P4.png,Left,24,43,59,62,42,47,150,42,16,18,2511,27,41,14,11,21,25,28,21,22,63,20,6,8,207,11,17,7,585,260
wpi6174086804h9n285,P5.png,Left,10,93,32,72,31,34,157,11,7,10,2425,11,29,11,5,40,14,31,15,16,66,5,3,5,176,5,13,5,508,223
wpi6174086804h9n285,P6.png,Left,16,54,99,47,31,48,115,36,16,17,1507,25,54,13,7,24,42,23,14,22,48,17,8,8,192,12,23,6,571,254
wpi6174086804h9n285,P7.png,Right,58,232,139,138,192,124,301,57,45,81,5370,76,98,56,26,99,57,62,84,57,122,26,20,35,544,34,47,25,1597,694
wpi6174086804h9n285,P8.png,Right,14,53,18,64,9,22,28,30,25,30,1340,16,20,25,6,24,8,29,4,8,12,12,11,14,129,8,8,12,354,156
wpi6174086804h9n285,P9.png,Right,25,79,31,61,70,42,142,61,30,30,2313,28,21,14,11,35,15,26,29,18,59,29,12,15,215,12,10,7,634,278
wpi6173g35w09397341,CC1.png,Left,2,0,2,0,0,0,0,12,4,4,1089,0,0,0,1,0,1,0,0,0,0,6,2,2,12,0,0,0,24,12
wpi6173g35w09397341,CC10.png,Right,19,34,76,27,40,34,26,23,18,24,1373,2,4,6,9,17,35,13,19,17,10,10,8,10,124,1,2,3,333,154
wpi6173g35w09397341,CC11.png,Right,6,10,63,4,22,18,10,2,0,0,1468,0,2,2,3,4,28,2,8,8,4,1,0,0,59,0,1,1,139,60
wpi6173g35w09397341,CC12.png,Right,5,0,10,0,8,4,0,0,0,0,831,0,0,0,2,0,4,0,3,2,0,0,0,0,12,0,0,0,27,11
wpi6173g35w09397341,CC2.png,Left,56,8,40,6,16,4,36,128,22,29,4523,16,19,0,26,4,17,3,8,2,16,53,11,12,152,8,9,0,380,169
wpi6173g35w09397341,CC3.png,Left,25,16,51,21,45,15,14,96,61,36,1233,0,6,4,10,8,16,8,20,7,7,36,25,17,135,0,3,2,390,159
wpi6173g35w09397341,CC4.png,Left,21,20,46,2,16,12,6,78,28,50,1106,0,6,8,8,9,20,1,8,6,3,31,14,19,104,0,3,4,293,126
wpi6173g35w09397341,CC5.png,Left,10,0,18,2,10,5,4,32,13,17,781,0,0,2,5,0,9,1,4,2,2,14,6,7,41,0,0,1,113,51
wpi6173g35w09397341,CC6.png,Left,8,5,2,2,6,11,2,32,20,10,1852,0,2,0,4,2,1,1,3,5,1,14,6,4,40,0,1,0,100,42
wpi6173g35w09397341,CC7.png,Right,0,8,28,0,4,2,2,2,2,0,595,0,2,0,0,3,13,0,2,1,1,1,1,0,21,0,1,0,50,23
wpi6173g35w09397341,CC8.png,Right,36,173,257,83,126,146,23,24,26,64,3658,12,25,16,14,72,104,35,56,62,10,10,11,28,342,6,10,8,1011,426
wpi6173g35w09397341,CC9.png,Right,12,26,54,22,22,37,23,6,12,8,1945,0,6,10,6,12,22,11,10,18,11,3,6,4,93,0,3,3,238,109
wpi6173g35w09397341,P1.png,Left,4,25,51,45,56,20,37,36,32,24,1222,10,10,11,2,11,22,20,26,10,16,16,13,12,126,4,5,5,361,162
wpi6173g35w09397341,P10.png,Right,0,53,67,54,100,82,29,14,21,22,1699,12,12,4,0,23,28,23,45,35,10,6,9,9,159,5,6,2,470,201
wpi6173g35w09397341,P11.png,Right,24,149,71,218,28,116,54,53,120,67,2934,21,39,81,10,65,33,96,14,54,23,24,49,31,362,8,17,37,1041,461
wpi6173g35w09397341,P12.png,Right,2,68,34,71,10,38,46,24,26,29,1314,8,19,6,1,30,16,30,5,18,19,12,11,13,133,4,8,3,381,170
wpi6173g35w09397341,P2.png,Left,10,12,106,27,167,43,22,114,180,107,1992,2,9,89,5,6,43,12,67,19,8,50,61,45,268,1,4,35,888,356
wpi6173g35w09397341,P3.png,Left,25,47,149,63,161,86,65,145,137,147,3183,8,23,37,11,20,68,29,73,40,23,68,59,63,365,3,11,15,1093,483
wpi6173g35w09397341,P4.png,Left,0,10,41,21,22,32,8,16,14,26,511,2,7,4,0,5,16,10,10,15,3,7,7,12,62,1,3,1,203,90
wpi6173g35w09397341,P5.png,Left,0,39,43,8,41,37,36,13,20,48,727,0,0,4,0,16,19,4,18,15,10,6,10,22,96,0,0,2,289,122
wpi6173g35w09397341,P6.png,Left,27,28,116,26,185,48,9,111,64,93,2152,4,15,37,12,13,51,13,68,22,3,46,27,41,254,2,6,16,763,320
wpi6173g35w09397341,P7.png,Right,12,29,84,32,53,65,23,2,8,23,1040,6,9,2,6,13,35,13,22,28,8,1,4,11,121,2,4,1,348,148
wpi6173g35w09397341,P8.png,Right,14,101,141,89,98,87,37,50,38,60,3244,2,10,31,6,44,57,38,40,40,15,21,18,27,264,1,4,13,758,324
wpi6173g35w09397341,P9.png,Right,8,143,146,116,72,115,11,33,6,36,1624,12,18,0,4,57,59,45,32,50,5,14,3,17,213,3,6,0,716,295
