,Time Gameplayed Utc,participantTaskId,Participant Id,Finish Status,Times Finished Game,Session Type,OS Version,Screen Height,Screen Width,Client Time Zone,Graphics Device Name,Processor Frequency,Runtime Platform,I18n,Processor Count,System Memory Size,Build,Device DPI,Device Model,Device Type,Response Window,Response Time,Trial Type,Trial Number,FPS Mean,FPS Variance,Condition,Correct Button,Color Word Shown,Color Ink Shown,Color Pressed,Late Response,Time Sent Utc,Detail,Finger Used
10,2024-10-01T19:01:02.1480000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Initial,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,500,OnlyColor,10,120.56321,57.465786,ONLYCOLOR,1,Green,Green,Green,0,2024-10-01T19:01:02.1480000Z,N/A,N/A
11,2024-10-01T19:01:02.1480000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Initial,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,350,OnlyColor,11,115.740356,103.604431,ONLYCOLOR,1,Pink,Pink,Pink,0,2024-10-01T19:01:02.1480000Z,N/A,N/A
12,2024-10-01T19:01:02.1480000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Initial,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,433,OnlyColor,12,118.015129,58.8982925,ONLYCOLOR,1,Pink,Pink,Pink,0,2024-10-01T19:01:02.1480000Z,N/A,N/A
13,2024-10-01T19:01:02.1480000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Initial,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,500,OnlyColor,13,119.487175,60.59359,ONLYCOLOR,1,Orange,Orange,Orange,0,2024-10-01T19:01:02.1480000Z,N/A,N/A
14,2024-10-01T19:01:02.1480000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Initial,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,450,OnlyColor,14,120.270187,48.738575,ONLYCOLOR,1,White,White,White,0,2024-10-01T19:01:02.1480000Z,N/A,N/A
15,2024-10-01T19:01:02.1480000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Initial,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,467,OnlyColor,15,119.2607,60.3316231,ONLYCOLOR,1,Green,Green,Green,0,2024-10-01T19:01:02.1480000Z,N/A,N/A
16,2024-10-01T19:01:02.1480000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Initial,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,583,Congruent,16,120.091965,61.8279953,CONGRUENT,1,Pink,Pink,Pink,0,2024-10-01T19:01:02.1480000Z,N/A,N/A
17,2024-10-01T19:01:02.1480000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Initial,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,967,Congruent,17,120.989685,91.63384,CONGRUENT,1,Orange,Orange,Orange,0,2024-10-01T19:01:02.1480000Z,N/A,N/A
18,2024-10-01T19:01:02.1480000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Initial,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,500,Congruent,18,116.591866,82.3516541,CONGRUENT,1,White,White,White,0,2024-10-01T19:01:02.1480000Z,N/A,N/A
19,2024-10-01T19:01:02.1480000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Initial,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,1050,Incongruent,19,119.918289,71.0255,INCONGRUENT,1,Orange,Green,Green,0,2024-10-01T19:01:02.1480000Z,N/A,N/A
20,2024-10-01T19:01:02.1480000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Initial,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,667,Incongruent,20,119.290909,82.002655,INCONGRUENT,1,Green,White,White,0,2024-10-01T19:01:02.1480000Z,N/A,N/A
21,2024-10-01T19:01:02.1480000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Initial,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,667,Incongruent,21,119.235046,67.54332,INCONGRUENT,1,White,Pink,Pink,0,2024-10-01T19:01:02.1480000Z,N/A,N/A
22,2024-10-01T19:01:45.5840000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,StartingWindow,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,717,Congruent,0,119.126335,67.03236,CONGRUENT,1,Pink,Pink,Pink,0,2024-10-01T19:01:45.5840000Z,N/A,N/A
23,2024-10-01T19:01:45.5840000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,StartingWindow,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,716,Incongruent,1,120.894905,82.33997,INCONGRUENT,1,White,Green,Green,0,2024-10-01T19:01:45.5840000Z,N/A,N/A
24,2024-10-01T19:01:45.5840000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,StartingWindow,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,617,Congruent,2,119.246147,98.40403,CONGRUENT,1,Orange,Orange,Orange,0,2024-10-01T19:01:45.5840000Z,N/A,N/A
25,2024-10-01T19:01:45.5840000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,StartingWindow,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,383,Incongruent,3,118.211319,96.93962,INCONGRUENT,1,Orange,White,White,0,2024-10-01T19:01:45.5840000Z,N/A,N/A
26,2024-10-01T19:01:45.5840000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,StartingWindow,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,517,Incongruent,4,120.720451,46.8820572,INCONGRUENT,1,Green,White,White,0,2024-10-01T19:01:45.5840000Z,N/A,N/A
27,2024-10-01T19:01:45.5840000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,StartingWindow,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,-1,583,Congruent,5,121.1198,61.0024834,CONGRUENT,1,Orange,Orange,Orange,0,2024-10-01T19:01:45.5840000Z,N/A,N/A
28,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,700,500,Congruent,0,120.36512,63.9096565,CONGRUENT,1,Pink,Pink,Pink,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
29,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,690,500,Congruent,1,120.000977,63.53483,CONGRUENT,1,Green,Green,Green,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
30,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,670,500,Congruent,2,120.132729,71.83902,CONGRUENT,1,White,White,White,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
31,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,700,634,Incongruent,3,120.772919,61.56697,INCONGRUENT,1,White,Orange,Orange,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
32,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,690,583,Incongruent,4,120.604073,87.8459854,INCONGRUENT,1,Orange,Green,Green,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
33,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,670,583,Incongruent,5,120.600014,61.3897324,INCONGRUENT,1,Green,White,White,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
34,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,640,517,Congruent,6,120.0895,86.1982956,CONGRUENT,1,Pink,Pink,Pink,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
35,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,640,617,Incongruent,7,118.4998,95.72794,INCONGRUENT,1,Green,Orange,Orange,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
36,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,600,484,Congruent,8,116.938934,83.50252,CONGRUENT,1,White,White,White,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
37,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,550,450,Congruent,9,117.940948,91.40551,CONGRUENT,1,Green,Green,Green,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
38,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,490,533,Congruent,10,119.470848,100.906761,CONGRUENT,0,Orange,Orange,White,1,2024-10-01T19:01:57.7210000Z,N/A,N/A
39,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,600,700,Incongruent,11,118.239243,94.0920639,INCONGRUENT,1,Green,Pink,Pink,1,2024-10-01T19:01:57.7210000Z,N/A,N/A
40,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,530,600,Congruent,12,119.666153,60.24503,CONGRUENT,1,Pink,Pink,Pink,1,2024-10-01T19:01:57.7210000Z,N/A,N/A
41,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,640,567,Incongruent,13,120.319138,71.81073,INCONGRUENT,1,White,Green,Green,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
42,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,610,666,Congruent,14,119.507828,109.222717,CONGRUENT,1,Orange,Orange,Orange,1,2024-10-01T19:01:57.7210000Z,N/A,N/A
43,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,630,450,Incongruent,15,120.127663,97.29574,INCONGRUENT,1,Pink,White,White,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
44,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,730,600,Congruent,16,120.631561,61.16577,CONGRUENT,1,Green,Green,Green,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
45,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,720,583,Congruent,17,118.607353,88.77909,CONGRUENT,1,Orange,Orange,Orange,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
46,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,700,483,Congruent,18,116.504974,110.334473,CONGRUENT,1,White,White,White,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
47,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,610,583,Incongruent,19,120.127136,89.7366638,INCONGRUENT,1,Green,Pink,Pink,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
48,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,670,567,Congruent,20,119.646217,80.30248,CONGRUENT,1,White,White,White,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
49,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,580,617,Incongruent,21,120.662407,69.09402,INCONGRUENT,1,Pink,Orange,Orange,1,2024-10-01T19:01:57.7210000Z,N/A,N/A
50,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,620,466,Incongruent,22,119.330757,70.45931,INCONGRUENT,1,Orange,Green,Green,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
51,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,610,467,Incongruent,23,121.6507,56.62929,INCONGRUENT,1,Orange,Pink,Pink,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
52,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,630,517,Congruent,24,119.173477,71.37494,CONGRUENT,1,Pink,Pink,Pink,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
53,2024-10-01T19:01:57.7210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_test,Successful,0,Real,Windows 10,906,1797,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.24.0,0,Chrome 129,3,590,483,Incongruent,25,120.094658,65.67252,INCONGRUENT,1,Pink,White,White,0,2024-10-01T19:01:57.7210000Z,N/A,N/A
