,Age,I18n,App Id,Build,Gender,Section,OS Version,Device Type,Handedness,Device Model,Games Scores,Install Mode,Participant ID,Client Time Zone,Games Play Count,Processor Count,Runtime Platform,System Memory Size,Times Finished Game,Graphics Device Name,Processor Frequency,Games Map Dialog Stage,Client Time Zone Offset,PID,Created At,Updated At
59,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Safari 17.2,"[{'score': 26630.0, 'gameName': 'BRT', 'highScore': 26630.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 60660.0, 'gameName': 'Stroop', 'highScore': 60660.0}, {'score': 16310.0, 'gameName': 'TaskSwitch2', 'highScore': 16310.0}, {'score': 2840.0, 'gameName': 'SpatialSpanReverse', 'highScore': 2840.0}]",0,WPI6_173376y1l465318,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,Apple GPU,0,2,-5,WPI6_173376y1l465318,2024-12-09T16:24:56.000000Z,2024-12-09T16:36:39.000000Z
60,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 130,"[{'score': 35360.0, 'gameName': 'BRT', 'highScore': 35360.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 23270.0, 'gameName': 'Stroop', 'highScore': 23270.0}, {'score': 5850.0, 'gameName': 'TaskSwitch2', 'highScore': 5850.0}, {'score': 4260.0, 'gameName': 'SpatialSpanReverse', 'highScore': 4260.0}]",0,WPI6_im1729883307292,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M3 Max, Unspecified Version)",0,2,-4,WPI6_im1729883307292,2024-10-25T19:09:55.000000Z,2024-10-25T19:33:16.000000Z
61,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 23680.0, 'gameName': 'BRT', 'highScore': 23680.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 96540.0, 'gameName': 'Stroop', 'highScore': 96540.0}, {'score': 65310.0, 'gameName': 'TaskSwitch2', 'highScore': 65310.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_172995d42826h37,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-4,WPI6_172995d42826h37,2024-10-26T14:52:04.000000Z,2024-10-26T15:08:37.000000Z
62,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Firefox 131,"[{'score': 34470.0, 'gameName': 'BRT', 'highScore': 34470.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 52640.0, 'gameName': 'Stroop', 'highScore': 52640.0}, {'score': 32940.0, 'gameName': 'TaskSwitch2', 'highScore': 32940.0}, {'score': 9940.0, 'gameName': 'SpatialSpanReverse', 'highScore': 9940.0}]",0,WPI6_1v729990s628152,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) HD Graphics 400 Direct3D11 vs_5_0 ps_5_0), or similar",0,2,-4,WPI6_1v729990s628152,2024-10-27T00:57:41.000000Z,2024-10-27T01:12:18.000000Z
63,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 128,"[{'score': 38200.0, 'gameName': 'BRT', 'highScore': 38200.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 38750.0, 'gameName': 'Stroop', 'highScore': 38750.0}, {'score': 48800.0, 'gameName': 'TaskSwitch2', 'highScore': 48800.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_1o72998d8194381,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M1, Unspecified Version)",0,2,-4,WPI6_1o72998d8194381,2024-10-27T00:17:26.000000Z,2024-10-27T00:38:47.000000Z
64,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,LEFT,Chrome 128,"[{'score': 30630.0, 'gameName': 'BRT', 'highScore': 30630.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 49900.0, 'gameName': 'Stroop', 'highScore': 49900.0}, {'score': 73160.0, 'gameName': 'TaskSwitch2', 'highScore': 73160.0}, {'score': 1420.0, 'gameName': 'SpatialSpanReverse', 'highScore': 1420.0}]",0,WPI6_17299937o1947y5,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 2, 'lastPlaySession': 1}, {'gameName': 'WTNumber', 'playCount': 2, 'lastPlaySession': 1}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)",0,1,-4,WPI6_17299937o1947y5,2024-10-27T01:50:01.000000Z,2024-10-28T21:26:45.000000Z
65,21,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 130,"[{'score': 27050.0, 'gameName': 'BRT', 'highScore': 27050.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 35110.0, 'gameName': 'Stroop', 'highScore': 35110.0}, {'score': 33720.0, 'gameName': 'TaskSwitch2', 'highScore': 33720.0}, {'score': 8520.0, 'gameName': 'SpatialSpanReverse', 'highScore': 8520.0}]",0,WPI6_1f730130297q771,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, ANGLE Metal Renderer: Intel(R) Iris(TM) Plus Graphics 655, Unspecified Version)",0,2,-4,WPI6_1f730130297q771,2024-10-28T15:45:53.000000Z,2024-10-28T16:01:57.000000Z
66,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 130,"[{'score': 43920.0, 'gameName': 'BRT', 'highScore': 43920.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 49780.0, 'gameName': 'Stroop', 'highScore': 49780.0}, {'score': 47920.0, 'gameName': 'TaskSwitch2', 'highScore': 47920.0}, {'score': 1420.0, 'gameName': 'SpatialSpanReverse', 'highScore': 1420.0}]",0,WPI6_d173397n9368828,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M1, Unspecified Version)",0,2,-5,WPI6_d173397n9368828,2024-12-12T04:56:38.000000Z,2024-12-12T05:12:48.000000Z
67,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 33190.0, 'gameName': 'BRT', 'highScore': 33190.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 65890.0, 'gameName': 'Stroop', 'highScore': 65890.0}, {'score': 39540.0, 'gameName': 'TaskSwitch2', 'highScore': 39540.0}, {'score': 4970.0, 'gameName': 'SpatialSpanReverse', 'highScore': 4970.0}]",0,WPI6_1732480250p4l87,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1732480250p4l87,2024-11-24T20:32:23.000000Z,2024-11-24T20:50:36.000000Z
68,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 28170.0, 'gameName': 'BRT', 'highScore': 28170.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 61510.0, 'gameName': 'Stroop', 'highScore': 61510.0}, {'score': 27080.0, 'gameName': 'TaskSwitch2', 'highScore': 27080.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_17302246zq87473,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (AMD, AMD RadeonT 680M (0x00001681) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-4,WPI6_17302246zq87473,2024-10-29T17:59:13.000000Z,2024-10-29T18:15:40.000000Z
69,21,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 22950.0, 'gameName': 'BRT', 'highScore': 22950.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 31830.0, 'gameName': 'Stroop', 'highScore': 31830.0}, {'score': 72650.0, 'gameName': 'TaskSwitch2', 'highScore': 72650.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_1731p98h6309774,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (AMD, AMD Radeon(TM) Graphics (0x0000164C) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1731p98h6309774,2024-11-19T03:19:07.000000Z,2024-11-19T03:32:51.000000Z
70,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Safari 17.6,"[{'score': 27450.0, 'gameName': 'BRT', 'highScore': 27450.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 26930.0, 'gameName': 'Stroop', 'highScore': 26930.0}, {'score': 17800.0, 'gameName': 'TaskSwitch2', 'highScore': 17800.0}, {'score': 4970.0, 'gameName': 'SpatialSpanReverse', 'highScore': 4970.0}]",0,WPI6_17n3308449928h0,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,Apple GPU,0,2,-5,WPI6_17n3308449928h0,2024-12-01T20:22:08.000000Z,2024-12-01T20:36:09.000000Z
71,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 33900.0, 'gameName': 'BRT', 'highScore': 33900.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 59420.0, 'gameName': 'Stroop', 'highScore': 59420.0}, {'score': 60710.0, 'gameName': 'TaskSwitch2', 'highScore': 60710.0}, {'score': 5680.0, 'gameName': 'SpatialSpanReverse', 'highScore': 5680.0}]",0,WPI6_17331100hb17783,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_17331100hb17783,2024-12-02T03:28:14.000000Z,2024-12-02T03:42:12.000000Z
72,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 42240.0, 'gameName': 'BRT', 'highScore': 42240.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 58470.0, 'gameName': 'Stroop', 'highScore': 58470.0}, {'score': 62370.0, 'gameName': 'TaskSwitch2', 'highScore': 62370.0}, {'score': 9230.0, 'gameName': 'SpatialSpanReverse', 'highScore': 9230.0}]",0,WPI6_1733110vd258966,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (NVIDIA, NVIDIA GeForce RTX 3050 Laptop GPU (0x000025E2) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1733110vd258966,2024-12-02T03:31:28.000000Z,2024-12-02T03:47:07.000000Z
73,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,LEFT,Chrome 131,"[{'score': 31040.0, 'gameName': 'BRT', 'highScore': 31040.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 60170.0, 'gameName': 'Stroop', 'highScore': 60170.0}, {'score': 37770.0, 'gameName': 'TaskSwitch2', 'highScore': 37770.0}, {'score': 5680.0, 'gameName': 'SpatialSpanReverse', 'highScore': 5680.0}]",0,WPI6_1d732z553804786,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Arc(TM) Graphics (0x00007D55) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1d732z553804786,2024-11-25T16:58:14.000000Z,2024-11-25T17:13:17.000000Z
74,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 28080.0, 'gameName': 'BRT', 'highScore': 28080.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 72380.0, 'gameName': 'Stroop', 'highScore': 72380.0}, {'score': 22000.0, 'gameName': 'TaskSwitch2', 'highScore': 22000.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_173v344849k3973,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00005917) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_173v344849k3973,2024-12-06T01:30:17.000000Z,2024-12-06T01:45:59.000000Z
75,21,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 26780.0, 'gameName': 'BRT', 'highScore': 26780.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 25400.0, 'gameName': 'Stroop', 'highScore': 25400.0}, {'score': 20460.0, 'gameName': 'TaskSwitch2', 'highScore': 20460.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_17338709n4643h7,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x00009BC4) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_17338709n4643h7,2024-12-10T22:50:16.000000Z,2024-12-10T23:07:38.000000Z
76,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 25860.0, 'gameName': 'BRT', 'highScore': 25860.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 34250.0, 'gameName': 'Stroop', 'highScore': 34250.0}, {'score': 31400.0, 'gameName': 'TaskSwitch2', 'highScore': 31400.0}, {'score': 7810.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7810.0}]",0,WPI6_y173o3868476910,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (NVIDIA, NVIDIA GeForce RTX 3070 Laptop GPU (0x0000249D) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_y173o3868476910,2024-12-10T22:08:30.000000Z,2024-12-10T22:23:07.000000Z
77,21,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 128,"[{'score': 30330.0, 'gameName': 'BRT', 'highScore': 30330.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 52540.0, 'gameName': 'Stroop', 'highScore': 52540.0}, {'score': 55000.0, 'gameName': 'TaskSwitch2', 'highScore': 55000.0}, {'score': 4970.0, 'gameName': 'SpatialSpanReverse', 'highScore': 4970.0}]",0,WPI6_v1o731016901691,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M1, Unspecified Version)",0,2,-5,WPI6_v1o731016901691,2024-11-07T22:03:01.000000Z,2024-11-07T22:21:00.000000Z
78,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 127,"[{'score': 40820.0, 'gameName': 'BRT', 'highScore': 40820.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 34150.0, 'gameName': 'Stroop', 'highScore': 34150.0}, {'score': 24500.0, 'gameName': 'TaskSwitch2', 'highScore': 24500.0}, {'score': 7100.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7100.0}]",0,WPI6_173102fk4950044,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)",0,2,-5,WPI6_173102fk4950044,2024-11-08T00:16:20.000000Z,2024-11-08T00:32:21.000000Z
79,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 36350.0, 'gameName': 'BRT', 'highScore': 36350.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 52120.0, 'gameName': 'Stroop', 'highScore': 52120.0}, {'score': 27800.0, 'gameName': 'TaskSwitch2', 'highScore': 27800.0}, {'score': 5680.0, 'gameName': 'SpatialSpanReverse', 'highScore': 5680.0}]",0,WPI6_l1733792v298275,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x00009A60) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_l1733792v298275,2024-12-10T00:59:00.000000Z,2024-12-10T01:26:11.000000Z
80,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 21680.0, 'gameName': 'BRT', 'highScore': 21680.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 47750.0, 'gameName': 'Stroop', 'highScore': 47750.0}, {'score': 49180.0, 'gameName': 'TaskSwitch2', 'highScore': 49180.0}, {'score': 7810.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7810.0}]",0,WPI6_1733a8059h60889,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x00009A60) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1733a8059h60889,2024-12-10T04:46:24.000000Z,2024-12-10T05:03:33.000000Z
81,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 129,"[{'score': 18140.0, 'gameName': 'BRT', 'highScore': 18140.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 44070.0, 'gameName': 'Stroop', 'highScore': 44070.0}, {'score': 21570.0, 'gameName': 'TaskSwitch2', 'highScore': 21570.0}, {'score': 9230.0, 'gameName': 'SpatialSpanReverse', 'highScore': 9230.0}]",0,WPI6_173038474v3d659,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, ANGLE Metal Renderer: Intel(R) Iris(TM) Plus Graphics, Unspecified Version)",0,2,-4,WPI6_173038474v3d659,2024-10-31T14:28:03.000000Z,2024-10-31T14:59:56.000000Z
