,Time Gameplayed Utc,participantTaskId,Participant Id,Finish Status,Times Finished Game,Session Type,OS Version,Screen Height,Screen Width,Client Time Zone,Graphics Device Name,Processor Frequency,Runtime Platform,I18n,Processor Count,System Memory Size,Build,Device DPI,Device Model,Device Type,Response Window,Trial Number,FPS Mean,FPS Variance,Condition,Correct Button,Object Count,Response Time,Stimulus Array Time,Total Taps,Point 0 RT,Tap 0 RT,Point 1 RT,Tap 1 RT,Point 2 RT,Tap 2 RT,Point 3 RT,Tap 3 RT,Point 4 RT,Tap 4 RT,Point 5 RT,Tap 5 RT,Point 6 RT,Tap 6 RT,Point 7 RT,Tap 7 RT,Point 8 RT,Tap 8 RT,Point 9 RT,Tap 9 RT,Point 10 RT,Tap 10 RT,Point 11 RT,Tap 11 RT,Point 12 RT,Tap 12 RT,Point 13 RT,Tap 13 RT,Point 14 RT,Tap 14 RT,Time Sent Utc,Detail,Finger Used
474,2024-11-12T16:41:25.3550000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_1731u428574p274,Successful,0,Real,Windows 10,880,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 130,3,11000,10,116.013168,123.652092,DEFAULT,0,6,4083,7000,2,"{249, 41}",2500,"{99, 293}",1583,"{49, 102}",N/A,"{591, 244}",N/A,"{230, 224}",N/A,"{640, 122}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-12T16:41:25.3550000Z,N/A,N/A
475,2024-11-13T20:31:55.2230000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,StartingWindow,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,-1,0,85.68494,366.79715,DEFAULT,1,3,2117,4000,3,"{99, 293}",1284,"{230, 224}",450,"{446, 61}",383,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:31:55.2230000Z,N/A,N/A
476,2024-11-13T20:31:55.2230000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,StartingWindow,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,-1,1,85.8213043,359.097168,DEFAULT,1,3,1917,4000,3,"{456, 183}",1267,"{230, 224}",350,"{591, 244}",300,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:31:55.2230000Z,N/A,N/A
477,2024-11-13T20:31:55.2230000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,StartingWindow,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,-1,2,86.05861,339.85437,DEFAULT,1,4,2550,5000,4,"{456, 183}",1250,"{99, 293}",400,"{640, 122}",483,"{230, 224}",417,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:31:55.2230000Z,N/A,N/A
478,2024-11-13T20:32:29.7350000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,Real,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,8000,0,84.61581,319.6749,DEFAULT,0,3,1050,4000,3,"{99, 293}",634,"{230, 224}",400,"{446, 61}",16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:32:29.7350000Z,N/A,N/A
479,2024-11-13T20:32:29.7350000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,Real,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,8000,1,85.38696,314.812927,DEFAULT,1,3,2083,4000,3,"{456, 183}",700,"{230, 224}",733,"{591, 244}",650,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:32:29.7350000Z,N/A,N/A
480,2024-11-13T20:32:29.7350000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,Real,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,8000,2,85.30807,358.752747,DEFAULT,1,3,2317,4000,3,"{427, 315}",1084,"{249, 41}",633,"{49, 102}",600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:32:29.7350000Z,N/A,N/A
481,2024-11-13T20:32:29.7350000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,Real,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,9000,3,85.29079,364.31842,DEFAULT,1,4,2284,5000,4,"{456, 183}",567,"{99, 293}",550,"{640, 122}",583,"{230, 224}",584,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:32:29.7350000Z,N/A,N/A
482,2024-11-13T20:32:29.7350000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,Real,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,9000,4,74.61599,292.8326,DEFAULT,1,4,2816,5000,4,"{249, 41}",1283,"{640, 122}",433,"{99, 293}",650,"{49, 102}",450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:32:29.7350000Z,N/A,N/A
483,2024-11-13T20:32:29.7350000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,Real,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,10000,5,83.01645,288.95462,DEFAULT,1,5,3100,6000,5,"{99, 293}",850,"{427, 315}",500,"{591, 244}",667,"{230, 224}",483,"{249, 41}",600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:32:29.7350000Z,N/A,N/A
484,2024-11-13T20:32:29.7350000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,Real,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,10000,6,84.66981,325.4577,DEFAULT,1,5,4083,6000,5,"{640, 122}",1066,"{230, 224}",434,"{99, 293}",650,"{456, 183}",1266,"{446, 61}",667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:32:29.7350000Z,N/A,N/A
485,2024-11-13T20:32:29.7350000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,Real,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,11000,7,85.0472,296.0929,DEFAULT,1,6,3617,7000,6,"{446, 61}",567,"{49, 102}",516,"{456, 183}",484,"{230, 224}",616,"{427, 315}",717,"{249, 41}",717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:32:29.7350000Z,N/A,N/A
486,2024-11-13T20:32:29.7350000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,Real,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,11000,8,85.467514,317.964447,DEFAULT,1,6,3800,7000,6,"{249, 41}",950,"{446, 61}",867,"{640, 122}",533,"{49, 102}",583,"{99, 293}",450,"{427, 315}",417,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:32:29.7350000Z,N/A,N/A
487,2024-11-13T20:32:29.7350000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_173152o923x6087,Successful,0,Real,Windows 10,970,1498,Eastern Standard Time,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,256,1.22.33,0,Chrome 130,3,12000,9,85.21698,337.700043,DEFAULT,1,7,3166,8000,7,"{49, 102}",550,"{249, 41}",400,"{230, 224}",350,"{99, 293}",533,"{591, 244}",350,"{456, 183}",567,"{446, 61}",416,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2024-11-13T20:32:29.7350000Z,N/A,N/A
