,Time Gameplayed Utc,participantTaskId,Participant Id,Finish Status,Times Finished Game,Session Type,OS Version,Screen Height,Screen Width,Client Time Zone,Graphics Device Name,Processor Frequency,Runtime Platform,I18n,Processor Count,System Memory Size,Build,Device DPI,Device Model,Device Type,Trial Cue,Trial Response,Response Window,Trial Number,FPS Mean,FPS Variance,Condition,Trial Correct,RG Color Deficiency,Time Sent Utc,Detail,Finger Used
25,2024-10-24T00:59:15.2650000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_17v297313h20163,Successful,0,Real,Windows 10,925,1498,Eastern Standard Time,"ANGLE (AMD, AMD Radeon(TM) Graphics (0x00001681) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 130,3,3,3,-1,4,86.39529,631.7556,DEFAULT,1,N/A,2024-10-24T00:59:15.2650000Z,N/A,N/A
26,2024-10-24T00:59:15.2650000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_17v297313h20163,Successful,0,Real,Windows 10,925,1498,Eastern Standard Time,"ANGLE (AMD, AMD Radeon(TM) Graphics (0x00001681) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 130,3,42,42,-1,5,84.28471,627.3196,DEFAULT,1,N/A,2024-10-24T00:59:15.2650000Z,N/A,N/A
27,2024-10-24T00:59:15.2650000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_17v297313h20163,Successful,0,Real,Windows 10,925,1498,Eastern Standard Time,"ANGLE (AMD, AMD Radeon(TM) Graphics (0x00001681) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,17,10,1,128,1.22.33,0,Chrome 130,3,97,97,-1,6,88.58238,590.145,DEFAULT,1,N/A,2024-10-24T00:59:15.2650000Z,N/A,N/A
28,2024-10-23T20:17:19.1210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172z971436g3640,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.33,0,Safari 17.4,3,12,12,-1,0,117.298347,164.314728,DEFAULT,1,N/A,2024-10-23T20:17:19.1210000Z,N/A,N/A
29,2024-10-23T20:17:19.1210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172z971436g3640,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.33,0,Safari 17.4,3,97,97,-1,1,116.929138,106.380325,DEFAULT,1,N/A,2024-10-23T20:17:19.1210000Z,N/A,N/A
30,2024-10-23T20:17:19.1210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172z971436g3640,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.33,0,Safari 17.4,3,5,5,-1,2,117.853935,82.42686,DEFAULT,1,N/A,2024-10-23T20:17:19.1210000Z,N/A,N/A
31,2024-10-23T20:17:19.1210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172z971436g3640,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.33,0,Safari 17.4,3,5,5,-1,3,116.55542,77.55132,DEFAULT,1,N/A,2024-10-23T20:17:19.1210000Z,N/A,N/A
32,2024-10-23T20:17:19.1210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172z971436g3640,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.33,0,Safari 17.4,3,-1,-1,-1,4,118.31646,112.79246499999999,DEFAULT,1,N/A,2024-10-23T20:17:19.1210000Z,N/A,N/A
33,2024-10-23T20:17:19.1210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172z971436g3640,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.33,0,Safari 17.4,3,57,57,-1,5,117.215973,102.675056,DEFAULT,1,N/A,2024-10-23T20:17:19.1210000Z,N/A,N/A
34,2024-10-23T20:17:19.1210000Z,851710fe-0e1d-4a72-aedf-f34f032442c1,WPI6_172z971436g3640,Successful,0,Real,Mac OS X 10_15_7,1598,2396,Eastern Standard Time,Apple GPU,0,17,10,1,128,1.22.33,0,Safari 17.4,3,35,35,-1,6,117.839088,91.94933,DEFAULT,1,N/A,2024-10-23T20:17:19.1210000Z,N/A,N/A
